bcop	jg100.t1	A	0.0241691842900302	0.163487738419619	0.00557750406693005	0.0108991825613079	-2.46153846153847
bcop	jg1000.t1	A	0.00815132943088437	0.0946806679290756	0.00076418713414541	0.0172146668961956	0.484375000000001
bcop	jg10001.t1	A	0.0217564118656123	0.17578125	0.00502071043052592	0.01220703125	-2.32307692307693
bcop	jg10003.t1	A	0.0304871379823257	0.0865936530975787	0.00396469507393473	0.0119581711420466	0.0582959641255626
bcop	jg10005.t1	A	0.02443433558651	0.177086189562197	0.00324518519508335	0.0245635682295951	0.042514534883725
bcop	jg10008.t1	A	0.0268587064175522	0.230004451699065	0.00839334575548505	0.0370974922095266	-0.937499999999998
bcop	jg10009.t1	A	0.0381071743106836	0.163826998689384	0.00508095657475781	0.0352858151023289	0.380952380952382
bcop	jg10010.t1	A	0	0.0571632725973562	0.00122706914534634	0	-Inf
bcop	jg10013.t1	A	0.0298353235677225	0.156309408136538	0.00218307245617482	0.0443580752819906	0.742160278745645
bcop	jg10015.t1	A	0.00245380708168724	0.0775995861355406	0	0.0221713103244402	1
bcop	jg10018.t1	A	0.0229549248747913	0.157739073282944	0.00208681135225376	0.0262898455471574	0.454545454545454
bcop	jg10019.t1	A	0.0249563264287497	0.175479644361254	0	0.0350959288722508	1
bcop	jg10020.t1	A	0.0790413860697461	0.191640810366855	0.0189699326567391	0.0365030114984486	-0.260000000000001
bcop	jg10021.t1	A	0.0217856134263929	0.141811527904849	0.00564812199943519	0.0365965233302836	-0.0046296296296291
bcop	jg10022.t1	A	0.00199421677136305	0.01194743130227	0.000997108385681524	0.00896057347670251	0.333333333333335
bcop	jg10023.t1	A	0.0157973161640701	0.112398640511681	0.00512345389104975	0.0267615810742099	-0.362162162162152
bcop	jg10026.t1	A	0.0461439404778938	0.104795173070816	0.0053655744741737	0.0116439081189796	-0.046511627906973
bcop	jg10028.t1	A	0.00536342572728053	0.164716955761732	0	0.026892564205997	1
bcop	jg1003.t1	A	0.0249104512227596	0.163123821175511	0.00515388645988129	0.0331345261762757	-0.0185676392572924
