g100.t1	A	2	3	373.48	124.46	0.00803255863767805	0.0160694198939418	0.499866124022705
g1000.t2	A	30	1	2936.92	996.34	0.000340492761123899	0.0301102033442399	0.0113082185872728
g10000.t1	X	4	1	632.07	204.64	0.00158210324805797	0.019546520719312	0.0809404021706456
g10001.t1	X	12	2	1256.55	414.1	0.00159165970315547	0.0289785076068582	0.0549255235897232
g10002.t1	X	1	0	200.97	68.94	0	0.0145053669857847	0
g10003.t1	X	10	2	1355.21	453.42	0.00147578604053984	0.0220546072074456	0.0669150906501575
g10004.t1	X	3	6	410.63	129.26	0.0146116942259455	0.0232090360513693	0.629569198548572
g10005.t1	X	19	5	1958	681.5	0.00255362614913177	0.0278796771826853	0.0915945379280684
g10006.t1	X	11	0	935.91	302.82	0	0.0363252096955287	0
g10007.t1	X	13	0	1023.34	341.18	0	0.0381030541063368	0
g10008.t1	X	4	4	468.12	149.74	0.00854481756814492	0.0267129691465206	0.319875245663505
g10009.t1	X	32	19	1598.98	503.46	0.0118825751416528	0.0635601636674214	0.186950040025516
g1001.t1	A	4	0	344.63	105.26	0	0.038001140034201	0
g10010.t1	X	21	23	1317.45	428.4	0.0174579680443281	0.0490196078431373	0.356142548104292
g10011.t1	X	2	0	280.15	91.8	0	0.0217864923747277	0
g10012.t1	X	10	1	997.27	325.54	0.00100273747330211	0.0307181913128955	0.032643115705877
g10013.t1	X	7	7	568.1	172.7	0.0123217743355043	0.0405327156919514	0.303995775391656
g10014.t1	X	28	3	3049.17	1020.84	0.000983874300219404	0.0274283923043768	0.0358706514512849
g10015.t1	X	1	0	179.81	63.12	0	0.0158428390367554	0
g10016.t1	X	4	17	714.92	229.84	0.0237788843506966	0.0174034110685694	1.36633469479103
g10017.t1	X	33	6	3114.01	1004.02	0.00192677608613974	0.0328678711579451	0.0586218704850308
g10018.t1	X	19	10	1687	541.5	0.00592768227622999	0.0350877192982456	0.168938944872555
g10019.t1	X	15	6	1043.9	332.8	0.00574767698055369	0.0450721153846154	0.127521793275218
g1002.t1	A	95	20	3506.43	1154.36	0.00570380700598615	0.0822966838767802	0.0693078595308439
g10020.t1	X	39	2	4460.24	1433.98	0.000448406363783115	0.027197032036709	0.0164873271163516
g10021.t1	X	7	1	962.56	312.12	0.00103889627659574	0.0224272715622197	0.0463229008358663
g10022.t1	X	60	58	4810.29	1512.08	0.012057485099651	0.0396804401883498	0.303864701158004
g1003.t1	A	40	4	1062.38	350.26	0.00376513112069128	0.114200879346771	0.0329693706583332
g10037.t1	X	8	1	1030.11	340.72	0.000970770111929794	0.0234796900680911	0.0413450990670899
g10038.t1	X	0	0	1008.29	308.58	0	0	NA
g10039.t1	X	0	1	236.63	72.26	0.00422600684613109	0	Inf
g1004.t1	A	51	8	862.06	310.62	0.00928009651300374	0.164187753525208	0.0565212466444945
g10040.t1	X	5	13	1683.27	539.04	0.00772306284790913	0.00927574948055803	0.832607959507387
g10041.t1	X	0	0	365.62	123.24	0	0	NA
g10042.t1	A	31	30	10579.57	3343.14	0.00283565400106053	0.00927271965876392	0.305806074745339
g10047.t1	X	0	0	173.49	57.48	0	0	NA
g1005.t1	A	35	5	965.74	299.98	0.00517737693375028	0.116674444962998	0.0443745580738974
g10050.t1	A	1	2	229.64	79.28	0.00870928409684724	0.0126135216952573	0.690472043198049
g10052.t1	A	8	2	1413.2	485.4	0.00141522785168412	0.0164812525751957	0.085868949900934
g10053.t1	A	3	10	1010.56	324.12	0.00989550348321723	0.00925583117363939	1.06911019632679
g10054.t1	A	1	3	1096.54	352.08	0.00273587830813285	0.0028402635764599	0.963248034727415
g10055.t1	A	0	2	637.59	199.18	0.00313681205790555	0	Inf
g10056.t1	A	1	4	1154.7	392.9	0.00346410323027626	0.00254517688979384	1.36104615917554
g10057.t1	A	0	1	177.64	47.28	0.00562936275613601	0	Inf
g10058.t1	A	6	11	1008.06	335.62	0.010912048885979	0.0178773613014719	0.610383641185379
g10059.t1	A	1	5	724.59	253.18	0.00690045404987648	0.00394975906469705	1.74705695634773
g1006.t1	A	4	3	214.45	67.4	0.0139892748892516	0.0593471810089021	0.235719281883889
g10060.t1	A	0	3	485.11	171.72	0.00618416441631795	0	Inf
g10061.t1	A	0	4	870.75	272	0.00459374102784956	0	Inf
g10062.t1	A	1	7	846.38	284.26	0.00827051678914908	0.00351790614226412	2.35097710248352
g10064.t1	A	3	7	801.61	260.22	0.00873242599268971	0.011528706479133	0.757450630605906
g1007.t1	A	3	29	413.46	141.42	0.0701397958690079	0.0212134068731438	3.30638997726503
g10075.t1	X	0	1	202.16	64.82	0.00494657696873763	0	Inf
g10076.t1	X	3	2	397.49	130.48	0.00503157312133639	0.0229920294297977	0.218839886957324
g10077.t1	X	1	0	344.82	99.14	0	0.0100867460157353	0
g10078.t1	X	2	2	541.08	202.66	0.00369631108154062	0.00986874568242376	0.374547201892511
g10079.t1	X	1	0	373.81	124.12	0	0.00805671930389945	0
g1008.t1	A	42	19	1898.31	597.12	0.0100089026555199	0.0703376205787781	0.142297998896763
g10080.t3	X	0	0	2444.35	780.7	0	0	NA
g10081.t1	X	9	5	2666.4	902.8	0.00187518751875188	0.00996898537882144	0.188102143547688
g10082.t1	X	2	1	501.26	161.52	0.00199497266887444	0.0123823675086677	0.1611139927383
g10083.t1	X	1	1	1121.94	389.88	0.000891313260958697	0.00256489176156766	0.347505214182577
g10084.t1	X	2	2	1591.55	499.1	0.00125663661210769	0.00400721298337007	0.313593666551475
g10085.t3	X	8	9	3644.61	1160.22	0.00246940001810893	0.00689524400544724	0.358130911126293
g10086.t1	X	9	7	1276.71	423.92	0.00548284261891894	0.0212304208341196	0.258254071445791
g10087.t1	X	2	5	1464.69	445.88	0.00341369163440728	0.00448551179689603	0.761048412974759
g10088.t1	X	6	8	2711.77	893.54	0.00295010270045026	0.00671486447165208	0.439339127826721
g10089.t1	X	13	1	592.92	189.84	0.00168656817108548	0.0684787189211968	0.0246290847383744
g1009.t1	A	77	53	4943.43	1603.86	0.0107213007972197	0.0480091778584166	0.223317733722453
g10090.t1	X	10	1	489.12	152.74	0.00204448806018973	0.065470734581642	0.0312275106313379
g10091.t1	X	7	4	676.1	214.7	0.00591628457328798	0.0326036329762459	0.181460899697847
g10092.t1	X	20	3	3496.06	1122.62	0.000858108842525586	0.0178154673887869	0.0481665074398037
g10093.t1	X	5	1	598.1	193.7	0.00167196121049992	0.0258131130614352	0.0647717772947668
g10094.t1	X	23	16	5546.07	1826.64	0.00288492572217805	0.0125914246923313	0.229118292224318
g10095.t1	X	3	1	541.94	177.88	0.00184522271838211	0.0168653024510906	0.10940940571527
g10096.t1	X	10	3	1246.56	427.12	0.00240662302656912	0.0234126240869077	0.10279168271082
g10097.t1	X	4	0	1028.73	338.96	0	0.0118008024545669	0
g10098.t1	X	3	7	565.97	189.94	0.0123681467215577	0.015794461408866	0.783068596097555
g10099.t1	X	5	1	718.63	235.26	0.00139153667394904	0.021253081696846	0.0654745835826503
g101.t1	A	13	0	1734.03	595.56	0	0.0218281953119753	0
g1010.t1	A	53	30	2285.83	770.66	0.0131243355805112	0.0687722212129863	0.190837744499562
g10100.t1	X	0	1	1737.01	575.52	0.000575701924571534	0	Inf
g10101.t1	X	0	0	1002.93	343.86	0	0	NA
g10102.t1	X	1	0	648.92	217.84	0	0.00459052515607786	0
g10103.t1	X	0	1	941.92	308.84	0.00106166128758281	0	Inf
g10104.t1	X	0	1	202.82	64.14	0.00493048022877428	0	Inf
g10105.t2	X	6	1	1227.93	430.86	0.000814378669793881	0.0139256370978972	0.0584805322778986
g10106.t1	X	0	6	508.6	178.2	0.0117970900511207	0	Inf
g10107.t1	X	3	4	1275.88	430.76	0.00313509107439571	0.00696443495217755	0.450157277068899
g10108.t1	X	3	1	2746.12	885.74	0.000364150146388359	0.00338699844198072	0.107514116887342
g10109.t1	X	0	0	1050.73	331.96	0	0	NA
g1011.t1	A	70	16	2083.4	672.8	0.00767975424786407	0.104042806183115	0.0738134093994706
g10110.t1	X	1	0	511.79	172.08	0	0.00581125058112506	0
g10111.t1	X	0	1	307.31	103.62	0.00325404314861215	0	Inf
g10112.t1	X	0	0	286.96	102.92	0	0	NA
g10113.t1	X	2	0	598.64	196.28	0	0.0101895251681272	0
g10114.t1	X	2	0	257.82	90.14	0	0.0221877080097626	0
g10115.t1	X	3	0	712.11	244.72	0	0.012258908139915	0
g10116.t1	X	1	0	363.81	116.12	0	0.00861178091629349	0
g10117.t1	X	2	1	644.25	210.5	0.00155219247186651	0.00950118764845606	0.16336825766395
g10118.t1	X	16	0	4647.14	1606.78	0	0.0099578038063705	0
g10119.t1	X	13	3	3138.61	1000.22	0.000955837138096164	0.0129971406290616	0.0735421094051188
g1012.t1	A	10	6	513.95	166.9	0.0116742873820411	0.0599161174355902	0.194843856406265
g10120.t1	X	6	3	477.61	155.22	0.00628127551768179	0.0386548125241593	0.162496597642428
g10121.t1	X	5	2	590.1	189.7	0.0033892560582952	0.0263574064312072	0.12858837485172
g10122.t1	X	2	2	418.29	136.58	0.00478137177556241	0.0146434324205594	0.326519878553157
g10123.t1	X	9	13	3183.2	940.4	0.00408394068861523	0.00957039557635049	0.426726424841529
g10124.t1	X	13	28	6936.21	2136.92	0.00403678666015014	0.00608352207850551	0.663560780754464
g10125.t1	X	7	8	1698.18	539.36	0.00471092581469573	0.0129783447048354	0.362983563916327
g10126.t2	X	24	15	983.58	348.16	0.0152504117611175	0.0689338235294118	0.221232639947945
g1013.t3	A	29	1	4156.2	1311.9	0.0002406043982484	0.0221053433950758	0.0108844451745543
g10132.t1	X	2	3	1128.25	365.5	0.00265898515399956	0.0054719562243502	0.485929536893419
g10133.t1	X	2	1	649.28	208.56	0.00154016757023164	0.00958956655159187	0.160608674223756
g10134.t1	X	0	0	213.15	68.8	0	0	NA
g10135.t1	X	2	5	3257.87	1024.74	0.00153474509418731	0.00195171458125964	0.78635734390875
g10136.t1	X	0	0	797.42	255.34	0	0	NA
g10137.t1	X	0	0	899.27	294.54	0	0	NA
g10138.t1	X	0	2	1063.88	333.76	0.00187991126818814	0	Inf
g10139.t1	X	0	1	627.11	200.72	0.00159461657444467	0	Inf
g1014.t1	A	19	33	1430.82	452.64	0.0230636977397576	0.0419759632378933	0.549450112890731
g10140.t1	X	0	1	223.82	76.14	0.00446787597176302	0	Inf
g1015.t1	A	34	20	2009.03	648.56	0.00995505293599399	0.0524238312569385	0.189895562710831
g10153.t1	A	1	0	269.47	78.44	0	0.012748597654258	0
g10158.t1	X	8	2	1103.89	341.78	0.00181177472393083	0.0234068699163204	0.0774035456431347
g10159.t1	X	0	0	161.82	42.14	0	0	NA
g1016.t1	A	43	23	2185.41	723.82	0.0105243409703442	0.0594070348981791	0.17715647630592
g10160.t1	X	53	13	2496.13	799.26	0.00520806208009999	0.0663113379876386	0.0785395414743532
g10161.t1	X	21	8	692.94	230.88	0.0115450111120732	0.090956340956341	0.126929150740736
g10162.t1	X	12	1	779.42	255.34	0.00128300531164199	0.046996161980105	0.0273002146895555
g10163.t1	X	24	7	963.24	314.48	0.00726714006893401	0.0763164589163063	0.0952237587032654
g10164.t2	X	36	5	1788.26	581.02	0.00279601400243812	0.0619600013768889	0.0451261126582389
g10165.t1	X	7	1	572.97	173.94	0.00174529207462869	0.0402437622168564	0.0433680147801306
g10166.t1	X	23	21	1256.88	404.76	0.0167080389535994	0.0568237968178674	0.2940324281243
g10167.t1	X	2	0	347.13	123.76	0	0.0161603102779573	0
g10168.t1	X	10	12	1247.38	402.26	0.00962016386345781	0.0248595435787799	0.386980711571454
g10169.t1	X	2	0	347.13	123.76	0	0.0161603102779573	0
g1017.t1	A	10	2	858.72	286.94	0.00232904788522452	0.0348504913919286	0.0668297000186324
g10170.t1	X	53	21	1689.87	580.74	0.0124269914253759	0.0912628715087647	0.136167000007034
g10171.t1	X	96	65	5322.15	1720.8	0.012213109363697	0.0557880055788006	0.218919985344269
g10172.t1	X	35	15	1889.89	617.78	0.00793696987655366	0.0566544724659264	0.140094321438209
g10173.t1	X	2	0	399.13	143.76	0	0.0139120756816917	0
g10174.t1	X	34	12	1926.14	635.28	0.00623007673377844	0.0535197078453595	0.11640715139514
g10175.t1	X	24	14	819.25	272.5	0.0170888007323772	0.0880733944954128	0.194029091648866
g10176.t1	X	36	9	847.42	292.34	0.0106204715489368	0.123144284052815	0.0862441292393382
g10177.t1	X	9	0	432.81	146.12	0	0.0615932110594032	0
g10178.t1	X	93	16	2708.78	833.06	0.0059067181535599	0.111636616810314	0.0529102217742432
g10179.t1	X	4	1	257.66	87.32	0.00388108359854071	0.0458085203847916	0.0847240549561437
g1018.t1	A	4	18	344.79	108.08	0.0522056904202558	0.0370096225018505	1.41059775515531
g10184.t1	A	0	0	392.96	119.92	0	0	NA
g1019.t1	A	8	13	937.05	277.6	0.0138733258630809	0.0288184438040346	0.481404407448909
g10199.t1	X	0	0	1695.56	566.12	0	0	NA
g102.t1	A	7	16	520.12	178.74	0.0307621318157348	0.039163030099586	0.785489062963492
g1020.t1	A	4	2	476.12	156.74	0.00420062169201042	0.0255199693760367	0.164601361001428
g10200.t1	X	0	1	908.09	315.68	0.00110121243489081	0	Inf
g10201.t1	X	2	0	3072.99	1002.98	0	0.00199405770803007	0
g10202.t1	X	0	0	499.96	159.92	0	0	NA
g10203.t1	X	0	0	959.11	300.72	0	0	NA
g10204.t1	X	1	0	532.75	169	0	0.00591715976331361	0
g10205.t1	X	2	0	988.91	318.82	0	0.00627313217489492	0
g10206.t1	X	1	0	545.62	186.24	0	0.00536941580756014	0
g10207.t1	X	9	0	1102.32	370.14	0	0.0243151240071324	0
g1021.t1	A	16	4	1275.04	410.58	0.00313715648136529	0.0389692629938136	0.0805033567574351
g1022.t2	A	15	4	2100.83	733.66	0.00190400936772609	0.0204454379412807	0.0931263675150615
g1023.t1	A	12	0	663.43	233.36	0	0.0514226945491944	0
g1024.t1	A	16	4	1125.35	386.2	0.00355444972675168	0.0414293112377007	0.0857955302794686
g10248.t1	A	11	2	307.46	97.42	0.00650491120796201	0.1129131595155	0.057609859079969
g1025.t1	A	19	0	1038.62	353.24	0	0.053787793001925	0
g10255.t1	A	1	2	149.31	51.62	0.0133949501038109	0.0193723363037582	0.691447324358717
g1026.t1	A	18	10	588.29	179.58	0.0169984191470193	0.100233879051119	0.169587561690096
g10265.t1	X	2	12	572.26	183.52	0.0209694893929333	0.0108979947689625	1.92416034669556
g1027.t1	A	12	6	552.14	167.78	0.0108668091426088	0.0715222314936226	0.151936103162241
g10272.t1	A	4	19	491.29	176.58	0.0386736957804962	0.0226526220410012	1.70725030023001
g10273.t1	A	13	21	775.26	295.52	0.0270876867115548	0.0439902544667028	0.615765628999899
g10274.t1	A	14	4	617.91	191.82	0.00647343464258549	0.0729850901887186	0.0886953023671963
g10278.t1	X	0	5	382.13	136.76	0.0130845523774632	0	Inf
g1028.t1	A	26	12	3946.96	1274.92	0.0030403145712143	0.0203934364509146	0.149082994351251
g10280.t1	A	1	2	228.81	71.12	0.008740876709934	0.0140607424071991	0.621651151610507
g10282.t1	A	17	24	1639.59	520.68	0.0146378057929116	0.0326496120457863	0.448330160014896
g10283.t1	A	12	26	695.03	237.56	0.0374084571888983	0.0505135544704496	0.74056275748289
g10284.t1	A	10	6	846.39	287.28	0.00708893063481374	0.0348092453355611	0.203650799276929
g10285.t1	A	43	18	1766.05	576.6	0.0101922369128847	0.0745750953867499	0.136670786138821
g10286.t1	A	45	3	1763.02	582.54	0.00170162561967533	0.0772479143063137	0.022028110855237
g10287.t1	A	18	6	733.88	252.76	0.00817572355153431	0.0712137996518436	0.114805326938101
g10288.t1	A	12	7	849.7	295.9	0.0082382017182535	0.0405542412977357	0.203140324035934
g10289.t1	A	32	17	2295.06	737.12	0.00740721375476022	0.0434121988278706	0.170625168840902
g1029.t2	A	22	9	2281.68	774.36	0.00394446197538656	0.0284105583966114	0.138837889784561
g10290.t1	A	11	4	291.28	92.56	0.0137324910738808	0.118841832324978	0.11555267034531
g10291.t1	A	43	47	4405.78	1493.06	0.0106678045658204	0.0287999142700226	0.37041098337311
g10292.t1	A	29	3	1353	452.5	0.00221729490022173	0.0640883977900552	0.0345974462879425
g10293.t1	A	16	8	527.62	171.24	0.0151624275046435	0.0934361130576968	0.162275880368447
g10294.t1	A	20	0	627.78	203.06	0	0.0984930562395351	0
g10295.t1	A	15	9	1099.89	375.78	0.00818263644546273	0.0399169726967907	0.204991408231732
g10296.t1	A	70	36	2550.67	829.34	0.0141139386906185	0.0844044662020402	0.167217913052537
g10297.t1	A	34	27	1641.12	518.24	0.0164521789997075	0.0656066687249151	0.250769918964954
g10298.t1	A	3	1	734.44	243.38	0.0013615816132019	0.0123264031555592	0.110460577673692
g10299.t1	A	21	19	2068.07	670.14	0.00918730990730488	0.031336735607485	0.293180183870538
g103.t1	A	28	0	1289.97	422.44	0	0.0662816021210113	0
g1030.t1	A	21	8	1136.66	389.82	0.0070381644467123	0.0538710173926428	0.130648441172257
g10300.t1	A	28	1	1120.04	376.58	0.000892825256240849	0.0743533910457273	0.0120078619641135
g10301.t1	A	33	18	1147.05	370.6	0.0156924284032954	0.0890447922288181	0.176230726250342
g10302.t1	A	34	34	1132.39	364.28	0.0300249913898922	0.0933347974085868	0.321691290103233
g10303.t2	A	3	19	1574.72	482.94	0.0120656370656371	0.00621195179525407	1.94232625482625
g10304.t1	A	3	7	1110.25	344.5	0.00630488628687233	0.00870827285921625	0.724011108609172
g10305.t1	A	14	10	1209.68	403.86	0.00826664903114873	0.0346654781359877	0.238469205551409
g10306.t1	A	1	3	177.64	53.28	0.016888088268408	0.0187687687687688	0.899797342940779
g10307.t1	A	12	7	534.96	160.92	0.0130850904740541	0.0745712155108128	0.175471063257066
g10308.t1	A	2	0	424.28	127.56	0	0.0156788962057071	0
g10309.t1	A	76	31	3473.36	1148.72	0.00892507543128268	0.0661605961417926	0.134900166439777
g1031.t1	A	9	1	893.51	300.02	0.00111918165437432	0.0299980001333244	0.0373085422161538
g10310.t1	A	50	5	1952.81	644.62	0.00256041294339951	0.0775650770996866	0.0330098678314839
g10311.t1	A	8	2	422.45	135.4	0.00473428808142975	0.0590841949778434	0.0801278257781986
g10312.t1	A	12	10	1048.06	334.62	0.00954143846726332	0.0358615743231128	0.266063011659638
g10313.t1	A	19	8	1026.49	352.98	0.00779354888990638	0.0538274123179784	0.144787730903113
g10314.t1	A	3	5	190.14	70.78	0.0262964131692437	0.0423848544786663	0.620420041373024
