g10003.t1	OY284468.1	A	757.25	232.5	26	20	0.0264113568834599	0.111827956989247	0.236178479823247
g10004.t1	OY284468.1	A	1400.55	435.1	45	34	0.0242761772160937	0.103424500114916	0.234723660149386
g10005.t1	OY284468.1	A	1597.59	474.68	68	20	0.0125188565276448	0.143254402966209	0.087388982596212
g10008.t1	OY284468.1	A	674.92	197.84	31	25	0.0370414271321046	0.156692276587141	0.236395998187599
g10009.t1	OY284468.1	A	1196.88	392.76	77	24	0.0200521355524363	0.196048477441695	0.102281516358115
g10015.t1	OY284468.1	A	1485.31	497.12	88	46	0.0309699658657115	0.177019633086579	0.174952152626847
g10016.t1	OY284468.1	A	761.41	231.32	31	29	0.0380872328968624	0.134013487809096	0.284204474635555
g10017.t1	OY284468.1	A	1213.89	396.78	31	21	0.0172997553320317	0.0781289379505015	0.221425707117534
g10018.t1	OY284468.1	A	405.95	133.9	15	3	0.00739007266904791	0.112023898431665	0.0659687153590344
g10019.t1	OY284468.1	A	1122.55	335.1	28	58	0.0516680771457842	0.0835571471202626	0.618356166126867
g10022.t1	OY284468.1	A	616.47	193.44	24	16	0.0259542232387626	0.124069478908189	0.209191039304427
g10024.t1	OY284468.1	A	1014.52	323.04	38	17	0.01675669282025	0.117632491332343	0.142449527596146
g10025.t1	OY284468.1	A	1544.8	503.6	62	46	0.0297773174520974	0.123113582208102	0.24186866240123
g10028.t1	OY284468.1	A	471.61	146.22	16	1	0.00212039608998961	0.109424155382301	0.0193777697673925
g10033.t1	OY284468.1	A	553.57	169.14	21	33	0.0596130570659537	0.124157502660518	0.48014059391121
g10037.t1	OY284468.1	A	559.28	205.56	33	6	0.0107280789586611	0.160537069468768	0.0668261791134055
g10040.t1	OY284468.1	A	489.81	161.12	12	13	0.0265409036156877	0.0744786494538232	0.356355865879967
g10044.t1	OY284468.1	A	289.45	91.4	12	13	0.0449127655899119	0.131291028446389	0.342085564576496
g10051.t1	OY284468.1	A	238.99	66.98	14	5	0.0209213774634922	0.209017617199164	0.100093847321765
g10052.t1	OY284468.1	A	446.98	131.96	24	17	0.0380330216117052	0.18187329493786	0.209118230495026
g10057.t1	OY284468.1	A	278.81	96.12	5	4	0.0143466877084753	0.0520183104452767	0.275800724507729
g10058.t1	OY284468.1	A	330.6	122.2	24	30	0.0907441016333938	0.196399345335516	0.462038717483364
g10062.t1	OY284468.1	A	341.13	111.76	7	7	0.0205200363497787	0.0626342161775233	0.327617037493038
g10064.t1	OY284468.1	A	275.95	89.9	2	1	0.0036238448994383	0.0222469410456062	0.162891828229752
g10068.t1	OY284468.1	A	266.79	87.08	2	1	0.00374826642677762	0.0229673863114378	0.163199520221897
g10071.t1	OY284468.1	A	1151.36	426.22	38	9	0.00781684269038355	0.0891558350147811	0.0876761760919809
