g10011.t1	JANTFA010038996.1_1	A	977.22	345.44	50	24	0.0245594646036716	0.144742936544697	0.169676429053847
g1007.t1	JANTFA010146769.1_1	A	631.1	208.7	34	6	0.00950720963397243	0.162913272640153	0.0583574897238249
g10070.t1	JANTFA010140498.1_1	A	978.4	299.3	42	17	0.0173753066230581	0.140327430671567	0.123819744578126
g10078.t1	JANTFA010192792.1_1	A	230.16	81.82	6	3	0.0130344108446298	0.0733317037399169	0.177745915884602
g10099.t1	JANTFA010175094.1_1	A	1276.09	430.68	69	17	0.013321944376964	0.160211758149902	0.0831521015111719
g1025.t1	JANTFA010143064.1_1	A	532.79	181.08	34	17	0.0319075057715047	0.187762314998896	0.169935621914826
g10275.t1	JANTFA010039596.1_1	A	911.4	301.3	65	31	0.0340136054421769	0.215731828742117	0.157666143380429
g10286.t1	JANTFA010043784.1_1	A	1242.24	473.48	100	14	0.0112699639361154	0.211202162710146	0.0533610252447192
g10287.t1	JANTFA010142377.1_1	A	423.98	136.96	15	1	0.00235860182084061	0.109521028037383	0.0215356070254886
g10295.t1	JANTFA010139491.1_1	A	323.98	104.96	9	6	0.0185196617075128	0.0857469512195122	0.215980410313394
g10316.t1	JANTFA010141024.1_1	U	343.48	112.46	7	8	0.0232910213112845	0.0622443535479282	0.374186893809579
g10396.t1	JANTFA010197522.1_1	A	675.94	220.88	4	1	0.00147942125040684	0.0181093806591815	0.0816936414474657
g10424.t1	JANTFA010191590.1_1	U	973.57	337.14	49	23	0.0236243926990355	0.145340214747583	0.162545464378629
g10425.t1	JANTFA010191590.1_1	U	219.31	71.62	9	7	0.0319182891797	0.12566322256353	0.253998652338901
g10427.t1	JANTFA010179179.1_1	U	2485.15	847.3	59	24	0.00965736474659477	0.0696329517290216	0.138689578809996
g10442.t1	JANTFA010110335.1_1	A	707.59	237.18	59	14	0.0197854689862774	0.248756218905473	0.079537585324835
g10467.t1	JANTFA010210596.1_1	A	652.28	211.56	58	13	0.0199300913718035	0.274153904329741	0.0726967263899785
g10475.t1	JANTFA010165848.1_1	A	541.95	177.9	22	5	0.00922594335270781	0.123664980326026	0.0746043328384873
g10479.t1	JANTFA010219072.1_1	A	1276.22	418.44	113	37	0.028991866606071	0.270050664372431	0.107357138607472
g10508.t1	JANTFA010158322.1_1	A	634.45	223.4	33	2	0.00315233666955631	0.147717099373321	0.02134036399936
g10512.t1	JANTFA010046252.1_1	A	1169.38	405.26	78	33	0.0282200824368469	0.192469032226225	0.146621418055853
g10576.t1	JANTFA010054540.1_1	A	1069.23	373.46	112	14	0.0130935345996652	0.29989824880844	0.0436599234963478
g10609.t1	JANTFA010030596.1_1	X	190.99	66.98	12	0	0	0.179157957599283	0
g10621.t1	JANTFA010182525.1_1	A	540.8	179.1	56	3	0.00554733727810651	0.312674483528755	0.0177415733305156
g10654.t1	JANTFA010000688.1_1	A	602.1	201.7	24	7	0.0116259757515363	0.118988596926128	0.0977066378785362
g10662.t1	JANTFA010166194.1_1	U	1016.56	342.12	41	8	0.00786967813016448	0.119840991464983	0.0656676654119968
g10709.t1	JANTFA010031673.1_1	A	152.16	54.82	4	0	0	0.0729660707770887	0
g10717.t1	JANTFA010030463.1_1	U	1472.68	515.86	117	21	0.0142597169785697	0.226805722482844	0.062871945303974
g10749.t1	JANTFA010166637.1_1	A	1087.7	372.9	56	15	0.0137905672519996	0.150174309466345	0.0918304022905475
g10825.t1	JANTFA010088892.1_1	A	1168.23	388.46	51	20	0.0171199164548077	0.131287648663955	0.130400053843816
g10826.t1	JANTFA010088892.1_1	A	1096.37	379.24	45	20	0.0182420168373815	0.11865836937032	0.153735610342413
g10852.t1	JANTFA010132976.1_1	U	1490.22	477.44	15	21	0.0140918790514152	0.0314175603217158	0.448535115620512
g10881.t1	JANTFA010016452.1_1	A	1660.88	558.76	62	34	0.0204710755743943	0.110959982819099	0.184490615934654
g10901.t1	JANTFA010170649.1_1	A	854.59	291.18	56	15	0.017552276530266	0.192320901160794	0.0912655692871937
g10909.t1	JANTFA010133081.1_1	A	1444.3	496.1	104	28	0.0193865540400194	0.209635154202782	0.0924775909543617
g10958.t1	JANTFA010151984.1_1	A	1113.89	364.78	32	27	0.0242393773173294	0.0877241076813422	0.276313751806731
g11023.t1	JANTFA010194521.1_1	U	504.79	173.08	34	4	0.00792408724420056	0.19644095216085	0.0403382653007716
g11024.t1	JANTFA010194521.1_1	U	719.62	240.24	49	17	0.0236235791111976	0.203962703962704	0.115823033585186
g11125.t1	JANTFA010203337.1_1	A	518.29	174.58	40	6	0.011576530513805	0.229121319738802	0.050525767427502
g11127.t1	JANTFA010135480.1_1	A	165.33	41.66	0	0	0	0	NA
g1113.t1	JANTFA010041073.1_1	A	1151.87	356.74	8	9	0.00781338171842309	0.0224252957335875	0.348418224278781
g1116.t1	JANTFA010215963.1_1	A	1114.6	388.2	60	24	0.0215323883007357	0.154559505409583	0.13931455230576
g11161.t1	JANTFA010193722.1_1	A	2340.4	817.8	102	24	0.0102546573235344	0.12472487160675	0.082218223129279
g11173.t1	JANTFA010183190.1_1	A	659.29	237.58	55	6	0.00910069923705805	0.231500968094957	0.0393117113589137
g11185.t1	JANTFA010138566.1_1	A	277.3	94.6	0	0	0	0	NA
g11206.t1	JANTFA010175480.1_1	A	314.3	111.6	16	1	0.00318167356029271	0.14336917562724	0.0221921730830417
g11235.t1	JANTFA010134103.1_1	U	2185.29	709.08	129	55	0.0251682843009395	0.181925875782704	0.138343620403955
g11395.t1	JANTFA010144664.1_1	A	512.63	168.26	39	15	0.0292608704133586	0.231784143587305	0.126241898865428
g11439.t1	JANTFA010052407.1_1	A	287.98	92.96	9	2	0.00694492673102299	0.096815834767642	0.0717333765462108
g11462.t1	JANTFA010046896.1_1	U	1165.75	409	66	24	0.0205876045464293	0.161369193154034	0.127580761507418
g11473.t1	JANTFA010212940.1_1	A	532.25	181.5	46	3	0.00563644903710662	0.253443526170799	0.0222394673964098
g11498.t1	JANTFA010157675.1_1	A	240.15	77.8	14	0	0	0.179948586118252	0
g11531.t1	JANTFA010189300.1_1	A	684.43	221.36	41	8	0.011688558362433	0.18521864835562	0.063106811685565
g11532.t1	JANTFA010189300.1_1	A	1014.06	317.62	40	0	0	0.125936653863107	0
g11541.t1	JANTFA010139121.1_1	U	1614.01	539.52	128	41	0.0254025687573187	0.237247924080664	0.107071827312098
g11544.t1	JANTFA010137491.1_1	A	372.31	122.62	24	1	0.00268593376487336	0.195726635132931	0.0137228832603655
g11555.t1	JANTFA010157069.1_1	A	663.09	221.68	38	6	0.0090485454463195	0.171418260555756	0.0527863566984239
g11614.t1	JANTFA010134293.1_1	A	2264.28	765.06	178	52	0.0229653576412811	0.232661490602044	0.0987071714440367
g11646.t1	JANTFA010181057.1_1	X	556.64	178.28	38	12	0.0215579189422248	0.213147857303119	0.101140678658417
g11660.t2	JANTFA010023553.1_1	A	796.59	265.18	77	11	0.0138088602668876	0.290368806093974	0.04755628007238
g11662.t1	JANTFA010140303.1_1	A	333.48	110.46	17	10	0.0299868058054456	0.153901864928481	0.194843680545266
g11682.t1	JANTFA010011343.1_1	A	1349.9	449.8	86	19	0.0140751166753093	0.191196087149844	0.0736161334948153
g11684.t1	JANTFA010212540.1_1	U	757.45	271.4	37	1	0.00132021915637996	0.136330140014738	0.0096839859200411
g11689.t1	JANTFA010164304.1_1	A	1738.01	598.52	62	10	0.00575370682562241	0.10358885250284	0.0555436872463149
g11699.t1	JANTFA010030052.1_1	A	2266.47	765.94	78	53	0.0233843818801925	0.101835652923205	0.229628634068137
g11707.t1	JANTFA010108890.1_1	A	528.61	170.22	16	4	0.00756701537995876	0.0939960051697803	0.0805035848735363
g11711.t1	JANTFA010136085.1_1	A	658.11	220.72	52	13	0.0197535366428105	0.235592606016673	0.0838461655346371
g11757.t1	JANTFA010149270.1_1	U	609.93	202.86	18	10	0.0163953240535799	0.0887311446317657	0.184775302083846
g11862.t1	JANTFA010137799.1_1	A	433.3	127.6	7	2	0.00461573967228248	0.054858934169279	0.0841383403118921
